feature_id,feature_display,name,mz,rt,logFC,adj.P.Val,dataset
BDYHXSNNBXKZDK-UHFFFAOYSA-N,3-(4-hydroxyphenyl)-10-(1...,"3-(4-hydroxyphenyl)-10-(1-isobutyl-2-oxo-1,2-dihydroquinolin-3-yl)-9,10-dihydropyrano[2,3-f]chromene-4,8-dione",508.18054,5.242,6.372386856666668,0.3535686224990109,metabolomics
FOHYWRFSSYKEMV-UHFFFAOYSA-N,MMV688852,MMV688852,334.12292,5.83,6.3449194333333345,0.3535686224990109,metabolomics
LRCNOZRCYBNMEP-UHFFFAOYNA-N,Butyryl carnitine (isomer,Butyryl carnitine (isomer of 920),232.15508,5.348,6.330695610000002,0.3535686224990109,metabolomics
JXCGFZXSOMJFOA-UHFFFAOYSA-N,Pesticide3_Chlorotoluron_...,"Pesticide3_Chlorotoluron_C10H13ClN2O_Urea, N'-(3-chloro-4-methylphenyl)-N,N-dimethyl-",235.06126,5.167,6.320179893333335,0.3535686224990109,metabolomics
DHCLVCXQIBBOPH-UHFFFAOYSA-N,GLYCEROL 2-PHOSPHATE,GLYCEROL 2-PHOSPHATE,173.02155,4.606,6.298538656666668,0.3535686224990109,metabolomics
ZMOXNUGOJSHBRR-VOTSOKGWSA-N,"3-[(E)-3,4-dihydroxy-3,5-...","3-[(E)-3,4-dihydroxy-3,5-dimethylhept-1-enyl]-7,8-dihydroxy-7-methyl-8,8a-dihydro-1H-isochromen-6-one",351.1821,1.589,6.254220340000002,0.3535686224990109,metabolomics
APJYDQYYACXCRM-UHFFFAOYSA-N,2-(1H-indol-3-yl)ethanamine,2-(1H-indol-3-yl)ethanamine,183.08928,6.318,6.247780303333334,0.3535686224990109,metabolomics
HJMQDJPMQIHLPB-UHFFFAOYSA-N,Zardaverine,Zardaverine,269.07217,5.532,6.223053380000001,0.3535686224990109,metabolomics
FQTIRVOROACNDP-GNAZCLTHSA-O,PILOCARPINE NITRATE,PILOCARPINE NITRATE,289.15216,5.724,6.212187880000001,0.3535686224990109,metabolomics
UVCOILFBWYKHHB-UHFFFAOYSA-N,Norfludiazepam,Norfludiazepam,287.04379,1.657,6.189794043333335,0.3535686224990109,metabolomics
UYARPHAXAJAZLU-KQYNXXCUSA-N,3'-O-Methylguanosine,3'-O-Methylguanosine,296.09549,10.098,6.172161080000001,0.3535686224990109,metabolomics
FIPAQYYZFDCRDD-FPFQZNTGSA-N,"Geranylgeranyl 1,4-hydroq...","Geranylgeranyl 1,4-hydroquinone",383.29596,6.12,6.169573986666667,0.3535686224990109,metabolomics
AFIIBUOYKYSPKB-UHFFFAOYSA-N,Aziprotryne,Aziprotryne,226.08549,5.651,6.159887293333333,0.3535686224990109,metabolomics
BVLGDALJKFDSIM-BMKWAMTNSA-N,"(3S,10R,13R,17R)-10,13-di...","(3S,10R,13R,17R)-10,13-dimethyl-17-((R)-6-methylheptan-2-yl)-2,3,4,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-yl 2-((2-oxo-4-phenyl-2H-chromen-7-yl)oxy)acetate",665.41669,4.984,6.152897866666668,0.3535686224990109,metabolomics
JCCBZCMSYUSCFM-UHFFFAOYSA-N,2-Chlorobenzenesulfonamide,2-Chlorobenzenesulfonamide,191.98378,1.443,6.143097886666668,0.3535686224990109,metabolomics
WILLZMOKUUPJSL-CQSZACIVSA-N,N-dodecanoyl-S-homoserine...,N-dodecanoyl-S-homoserine lactone,284.22061,5.486,6.137967646666668,0.3535686224990109,metabolomics
CPKXIKIVLSMABL-UHFFFAOYSA-N,NCGC00386080-01![3-methyl...,"NCGC00386080-01![3-methyl-1-[3-methyl-1-[3-methyl-1-[3-methyl-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)pentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl]oxy-1-oxopentan-2-yl] 2-hydroxy-3-methylpentanoate [IIN-based on: CCMSLIB00000848597]",717.40442,4.984,6.085204803333334,0.3535686224990109,metabolomics
AKKQGFKWEDCWJK-UHFFFAOYSA-N,Dehydroabietamide,Dehydroabietamide,322.20917,5.894,6.07117293,0.3535686224990109,metabolomics
KRQDMAXNTWLTDZ-HCTICQNOSA-N,Khasianine,Khasianine,744.43048,4.777,6.050152256666668,0.3535686224990109,metabolomics
KUMWKGUQSASISW-HGWNRXBPSA-N,Triacylglycerol 14:0-16:1...,Triacylglycerol 14:0-16:1-18:2,818.72021,5.47,6.042558986666668,0.3535686224990109,metabolomics
QBVLOMJKKLVAPJ-UHFFFAOYNA-N,Carboline metabolite (C26...,Carboline metabolite (C26H26N2O8),495.17691,5.385,6.032685456666667,0.3535686224990109,metabolomics
WTJKGGKOPKCXLL-VYOBOKEXSA-N,PC(16:0/18:1(9Z)),PC(16:0/18:1(9Z)),760.57178,4.092,6.032640540000002,0.3535686224990109,metabolomics
CXBGOBGJHGGWIE-KKFURDAFSA-N,"(3a1R,4R,5S,5aR,10bR)-met...","(3a1R,4R,5S,5aR,10bR)-methyl 4-acetoxy-3a-ethyl-5-hydroxy-8-methoxy-6-methyl-3a,3a1,4,5,5a,6,11,12-octahydro-1H-indolizino[8,1-cd]carbazole-5-carboxylate",457.23071,4.727,6.000294663333334,0.3535686224990109,metabolomics
KVRQGMOSZKPBNS-FMHLWDFHSA-N,NCGC00179325-04_C24H30O11...,"NCGC00179325-04_C24H30O11_(1S,4aS,5R,7S,7aS)-1-(beta-D-Glucopyranosyloxy)-4a,5-dihydroxy-7-methyl-1,4a,5,6,7,7a-hexahydrocyclopenta[c]pyran-7-yl (2E)-3-phenylacrylate",517.16583,4.675,5.998720050000002,0.3535686224990109,metabolomics
ZZCHHVUQYRMYLW-HKBQPEDESA-N,Farglitazar,Farglitazar,545.20801,1.644,5.980716773333334,0.3535686224990109,metabolomics
DBNSETUPZTZJFY-UHFFFAOYSA-N,NCGC00169194-02_C25H28N4O...,"NCGC00169194-02_C25H28N4O4_3-[(2-Benzyl-9-hydroxy-3-oxo-2,3,9,9a-tetrahydro-1H-imidazo[1,2-a]indol-9-yl)methyl]-6-isopropyl-2,5-piperazinedione",431.21191,5.524,5.9742914066666675,0.3535686224990109,metabolomics
WDDPHFBMKLOVOX-AYQXTPAHSA-N,Clofarabine,Clofarabine,304.05637,9.526,5.969176283333335,0.3535686224990109,metabolomics
AHXKBAAFWXAYDN-UHFFFAOYSA-N,(NAG)(NAM)-AelK,(NAG)(NAM)-AelK,508.21317,4.76,5.941944373333334,0.3535686224990109,metabolomics
WSYVIAQNTFPTBI-UHFFFAOYSA-N,Moguisteine,Moguisteine,362.10611,8.212,5.933386220000002,0.3535686224990109,metabolomics
ODAZGDXFSFEAAA-SHNDDRJUSA-N,Carmaphycin B,Carmaphycin B,532.30713,5.93,5.8828843666666675,0.3535686224990109,metabolomics
OYUVUBMEBPNFOT-ZUSXHSQKSA-N,"7-O-acetyl-5,14-O-dibenzo...","7-O-acetyl-5,14-O-dibenzoyl-3-propanoyl-13,17-oxypremyrsinol",697.29376,5.223,5.830915566666668,0.3535686224990109,metabolomics
KWBPKUMWVXUSCA-LGEKFDLWSA-N,Periplogenin 3-,Periplogenin 3-[O-beta-glucopyranosyl-(1->4)-beta-sarmentopyranoside],719.36218,4.888,5.825494986666667,0.3535686224990109,metabolomics
WDQPAMHFFCXSNU-UHFFFAOYSA-N,Clofazimine,Clofazimine,473.13242,5.809,5.816477843333335,0.3535686224990109,metabolomics
DWTTZBARDOXEAM-NBFOIZRFSA-N,h_81_zeranol,h_81_zeranol,345.16666,6.177,5.816321356666667,0.3535686224990109,metabolomics
TVBJKPLTBPGHDJ-ZJTKNEERSA-N,2''-O-rhamnosyl icariside II,2''-O-rhamnosyl icariside II,661.25177,5.312,5.812195226666668,0.3535686224990109,metabolomics
DHHMVJWGDXKKSV-HFOUZCJZSA-N,"(3aR,3a1S,5S,5aS,10bS)-me...","(3aR,3a1S,5S,5aS,10bS)-methyl 6-acetyl-3a-ethyl-2,3,3a,3a1,4,5,5a,6,11,12-decahydro-1H-indolizino[8,1-cd]carbazole-5-carboxylate",383.22504,5.379,5.7899633800000005,0.3535686224990109,metabolomics
LLHJXODPYGGYCJ-UHFFFAOYSA-N,3-(4-chlorophenyl)-5-hydr...,"3-(4-chlorophenyl)-5-hydroxy-10-(6-hydroxy-[1,3]dioxolo[4,5-g]quinolin-7-yl)-9,10-dihydropyrano[2,3-f]chromene-4,8-dione",552.03979,5.082,5.780079000000001,0.3535686224990109,metabolomics
ZCGLNFAUVVHTQO-UHFFFAOYSA-N,3-[(4-chlorobenzoyl)amino...,3-[(4-chlorobenzoyl)amino]propanoic acid,226.02205,9.563,5.775244990000001,0.3535686224990109,metabolomics
URLJMZWTXZTZRR-UHFFFAOYSA-N,Sodium Tetradecyl Sulfate...,Sodium Tetradecyl Sulfate_major,317.17767,6.893,5.770043196666667,0.3535686224990109,metabolomics
JMHBJLBCEWFYKL-UHFFFAOYSA-N,None-AqKAGGGG,None-AqKAGGGG[3-NH2-GGGGG],465.7229,6.154,5.7607431400000015,0.3535686224990109,metabolomics
APPXYONGBIXGRO-FPQPQGOJSA-N,kuwanon G,kuwanon G,715.22272,5.379,5.758140306666668,0.3535686224990109,metabolomics
BTLXPCBPYBNQNR-UHFFFAOYSA-N,1-Hydroxyanthraquinone,1-Hydroxyanthraquinone,225.05717,5.01,5.755056866666668,0.3535686224990109,metabolomics
RBLDVEUUCHVWMW-SXYQVCRBSA-N,"""(2S,3S,4S,5R,6R)-6-(((3R...","""(2S,3S,4S,5R,6R)-6-(((3R,5R,7R,8R,9S,10S,12S,13R,14S,17R)-17-((R)-4-carboxybutan-2-yl)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-3-yl)oxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-carboxylic acid""",585.32983,5.445,5.719483996666667,0.3535686224990109,metabolomics
IHYUCPYKBNICIV-UHFFFAOYSA-N,"3-(3,4-dimethoxyphenyl)-5...","3-(3,4-dimethoxyphenyl)-5-hydroxy-10-(3-isopropoxy-4-methoxyphenyl)-9,10-dihydropyrano[2,3-f]chromene-4,8-dione",555.15369,4.348,5.7190674600000015,0.3535686224990109,metabolomics
MFFMDFFZMYYVKS-SECBINFHSA-N,Sitagliptin,Sitagliptin,408.12537,5.442,5.705755966666668,0.3535686224990109,metabolomics
JKQXZKUSFCKOGQ-QAYBQHTQSA-N,Zeaxanthin,Zeaxanthin,569.43274,5.6,5.694571916666668,0.3535686224990109,metabolomics
YXSQSVWHKZZWDD-GDSLHKPESA-N,"(2R,3R,4R,6aR,6bS,8aS,11R...","(2R,3R,4R,6aR,6bS,8aS,11R,12R,12aS,14bR)-2,3,12-trihydroxy-4,6a,6b,11,12,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,11,12a,14,14a-tetradecahydropicene-4-carboxylic acid",719.34094,12.638,5.679135826666667,0.3535686224990109,metabolomics
HDYANYHVCAPMJV-LXQIFKJMSA-N,Uridine-5?-diphosphoglucu...,Uridine-5?-diphosphoglucuronic acid trisodium salt,581.04114,3.962,5.676981533333335,0.3535686224990109,metabolomics
JFWVTGPGCLTDNM-OUKQBFOZSA-N,NCGC00381340-01!(5E)-hept...,"NCGC00381340-01!(5E)-heptadeca-5,16-diene-1,2,4-triol",267.22931,1.497,5.663510476666668,0.3535686224990109,metabolomics
GJZJZRWFRZFTEE-ARJAWSKDSA-N,NCGC00380210-01_C18H30O8_...,"NCGC00380210-01_C18H30O8_Cyclopentaneacetic acid, 3-(hexopyranosyloxy)-2-[(2Z)-2-penten-1-yl]-",392.22665,4.995,5.657761103333335,0.3535686224990109,metabolomics
SMUNNMAWNRFDPB-UWWAQUNASA-N,Andrastin D,Andrastin D,429.26462,4.876,5.6574018566666675,0.3535686224990109,metabolomics
OGSBUKJUDHAQEA-WMCAAGNKSA-N,Pralatrexate(Folotyn),Pralatrexate(Folotyn),478.18094,4.995,5.655787383333335,0.3535686224990109,metabolomics
WFDXOXNFNRHQEC-GHRIWEEISA-N,Pesticide4_Azoxystrobin_C...,Pesticide4_Azoxystrobin_C22H17N3O5_Methyl (2E)-2-(2-{[6-(2-cyanophenoxy)pyrimidin-4-yl]oxy}phenyl)-3-methoxyprop-2-enoate,426.11081,7.923,5.652734560000001,0.3535686224990109,metabolomics
UGVNWWLEZYFGOA-PKNBQFBNSA-N,Tunicamycin in source,Tunicamycin in source fragment -C8H15NO6,582.30548,5.486,5.649955420000001,0.3535686224990109,metabolomics
JHSPCUHPSIUQRB-UHFFFAOYSA-N,"2,6-Dichlorobenzamide","2,6-Dichlorobenzamide",189.98329,8.393,5.641531573333335,0.3535686224990109,metabolomics
WTFXTQVDAKGDEY-HTQZYQBOSA-N,Chorismic acid,Chorismic acid,227.04974,9.768,5.640054813333335,0.3535686224990109,metabolomics
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Phenol,Phenol,95.04926,12.915,5.6249099733333345,0.3535686224990109,metabolomics
KHZIUQMHAJNNKW-UHFFFAOYSA-N,"NCGC00380111-01!2-(4,5-di...","NCGC00380111-01!2-(4,5-dihydroxy-7,7a-dimethyl-2-oxo-5,6,7,7b-tetrahydro-4H-naphtho[1,2-b]oxiren-1a-yl)prop-2-enyl 2,3,4-trihydroxybutanoate",399.16339,4.566,5.5869646966666675,0.3535686224990109,metabolomics
VTTCGBFKWPZDFS-UHFFFAOYSA-N,NCGC00380987-01!,NCGC00380987-01!,443.13443,9.619,5.582429660000002,0.3535686224990109,metabolomics
QIDMCIFFMHMTBT-YKBPFZMUSA-N,"methyl (4R,8aS)-1-hydroxy...","methyl (4R,8aS)-1-hydroxy-2-(hydroxymethyl)-5,5,8a-trimethyl-4-[(2E,4E,6E)-octa-2,4,6-trienoyl]oxy-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylate",457.19376,4.446,5.581933026666668,0.3535686224990109,metabolomics
GRDZTDZJQRPNCN-GHYODRBMSA-N,"3,5-dihydroxy-2-(4-hydrox...","3,5-dihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-en-1-yl)-7-(((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)chroman-4-one",519.18018,5.617,5.554862790000001,0.3535686224990109,metabolomics
unk_392,C8H8O5 9,C8H8O5,165.01761,3.407,5.518882993333334,0.3535686224990109,metabolomics
OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,Adenosine,268.10312,5.644,5.512772616666668,0.3535686224990109,metabolomics
RNDGJCZQVKFBPI-UHFFFAOYSA-N,Flavone base + 8,"Flavone base + 4O, O-MalonylHex",535.10284,2.593,5.5072314,0.3535686224990109,metabolomics
VNHGTXZRTKLTAX-AWEZNQCLSA-N,MMV676449,MMV676449,345.13614,7.666,5.503886250000001,0.3535686224990109,metabolomics
YNPOIPFNQJKGQJ-SALKWGHLSA-N,NCGC00169476-02_C22H28O12...,"NCGC00169476-02_C22H28O12_2(3H)-Furanone, 4-[2-[[6-O-[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propen-1-yl]-beta-D-glucopyranosyl]oxy]-1-methylethyl]dihydro-4-hydroxy-",485.17068,8.228,5.475427513333333,0.3535686224990109,metabolomics
XBEDTLDOFCRJHC-UHFFFAOYSA-N,"NCGC00381180-01!3-[5-(3,5...","NCGC00381180-01!3-[5-(3,5-dihydroxydecanoyloxy)-3-hydroxydecanoyl]oxy-5-hydroxydecanoic acid [IIN-based: Match]",559.38367,2.215,5.464158233333335,0.3535686224990109,metabolomics
ZLLQQKITWRWKTD-SPGJFGJESA-N,"(3R,4S)-4,6,8-trihydroxy-...","(3R,4S)-4,6,8-trihydroxy-7-methoxy-3-methyl-3,4-dihydroisochromen-1-one",239.05658,1.723,5.463498590000001,0.3535686224990109,metabolomics
CMWTZPSULFXXJA-UHFFFAOYSA-N,Naproxen,Naproxen,231.10518,9.526,-5.461442816666668,0.3535686224990109,metabolomics
OGJPXUAPXNRGGI-UHFFFAOYSA-N,Norfloxacin (Norxacin),Norfloxacin (Norxacin),320.13995,7.642,5.442595976666667,0.3535686224990109,metabolomics
SDEURMLKLAEUAY-JFSPZUDSSA-N,"1,2-Dierucoyl-sn-glycero-...","1,2-Dierucoyl-sn-glycero-3-phosphocholine",898.72601,8.777,5.43421629,0.3535686224990109,metabolomics
NIQFOSSBJJDEES-QRRGNZNSSA-N,Chelidimerine,Chelidimerine,743.19934,6.31,5.415053856666668,0.3535686224990109,metabolomics
HAEJPQIATWHALX-KQYNXXCUSA-N,INOSINE TRIPHOSPHATE,INOSINE TRIPHOSPHATE,508.98581,5.455,5.409988973333334,0.3535686224990109,metabolomics
IDPRQTHSAHGSDW-BTOUMFIXSA-N,NCGC00385080-01!4-[(E)-3-...,"NCGC00385080-01!4-[(E)-3-[(2R,3R,4S,5S,6R)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one",503.25006,5.911,5.391446373333334,0.3535686224990109,metabolomics
ISNBJLXHBBZKSL-UHFFFAOYSA-N,MMV090930,MMV090930,376.04568,8.802,-5.374801356666668,0.3535686224990109,metabolomics
NDUFGVRVJKHNKE-CFBDZCFDSA-N,NCGC00386007-01_C33H48O10...,"NCGC00386007-01_C33H48O10_(2alpha,5alpha,9alpha,10beta,14beta)-2,5,9,10-Tetraacetoxytaxa-4(20),11-dien-14-yl 2-methylbutanoate",643.2851,6.285,5.3558033766666675,0.3535686224990109,metabolomics
LXOPDILLGIDKLW-KDGNLIIISA-N,Apigenin-7-O-(2G-rhamnosy...,Apigenin-7-O-(2G-rhamnosyl)gentiobioside,763.19928,9.805,5.348582450000001,0.3535686224990109,metabolomics
AECKWFYJWVBTMV-UHFFFAOYSA-N,None-AqKA,None-AqKA,417.24664,6.039,5.347650130000001,0.3535686224990109,metabolomics
GLVWZDCWCRWVFM-UJXIAHTLSA-N,"""2-((4R)-4-((3R,5R,7R,9S,...","""2-((4R)-4-((3R,5R,7R,9S,10S,13R,14S,17R)-7-hydroxy-10,13-dimethyl-3-(sulfooxy)hexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid""",580.25824,7.962,5.346425006666669,0.3535686224990109,metabolomics
PDBJJFJKNSKTSW-IRFVBRLPSA-N,Glutamine-betaxanthin,Glutamine-betaxanthin,340.11264,3.307,5.346050616666667,0.3535686224990109,metabolomics
SVFXPTLYMIXFRX-XJKSGUPXSA-N,Indatraline,Indatraline,292.07162,2.083,5.318232456666667,0.3535686224990109,metabolomics
ITKDSJDYFJAVTJ-BMRHGRNRSA-N,"3-[(3S,10S,13R)-14-hydrox...","3-[(3S,10S,13R)-14-hydroxy-3-[4-methoxy-6-methyl-5-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxyoxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",881.396,7.985,5.3043769066666675,0.3535686224990109,metabolomics
RYWOMIMQYQUGDB-GVQLWFBZSA-N,"(2S,3R)-2-(((S)-7-acetami... 2","(2S,3R)-2-(((S)-7-acetamido-1,2,3-trimethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-10-yl)amino)-N-(5-chloropyridin-2-yl)-3-methylpentanamide",631.22992,6.192,5.302603743333334,0.3535686224990109,metabolomics
VOHAPZCYHVKGHA-ZSIBMOKUSA-N,Phosphatidylethanolamine ... 17,Phosphatidylethanolamine (20:1/16:1) Abbr: GPoPE,766.53296,1.717,5.290670940000001,0.3535686224990109,metabolomics
CGZKSPLDUIRCIO-RPCRKUJJSA-N,Scytonemin,Scytonemin,545.15308,12.712,5.267032513333334,0.3535686224990109,metabolomics
OLRLUJCFUDJRGB-UHFFFAOYSA-N,NCGC00380568-01!2-(hydrox...,"NCGC00380568-01!2-(hydroxymethyl)-6-[[3,4,5-trihydroxy-6-(4-prop-2-enylphenoxy)oxan-2-yl]methoxy]oxane-3,4,5-triol",476.21298,6.825,5.265189736666668,0.3535686224990109,metabolomics
GXJABQQUPOEUTA-RDJZCZTQSA-N,Bortezomib (Velcade),Bortezomib (Velcade),407.18799,4.777,5.228472343333334,0.3535686224990109,metabolomics
SQIQZZJGWUWAFZ-PNLBFXJFSA-N,MGDG (20:5/18:4)_(2S)-1-O...,"MGDG (20:5/18:4)_(2S)-1-O-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-2-O-(6Z,9Z,12Z,15Z-octadecatetranoyl)-3-beta-D-galactopyranosyl-sn-glycerol",819.49817,5.753,5.223021146666668,0.3535686224990109,metabolomics
RRZXIRBKKLTSOM-VDYLCOMISA-N,"(1'R,2S,4'S,5S,6R,8'R,10'...","(1'R,2S,4'S,5S,6R,8'R,10'E,12'S,13'S,14'E,16'E,20'R,21'R,24'S)-6-(butan-2-yl)-21',24'-dihydroxy-12'-{[(2R,4S,5S,6S)-5-{[(2S,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy}-4-methoxy-6-methyloxan-2-yl]oxy}-5,11',13',22'-tetramethyl-5,6-dihydro-3',...",873.50494,5.925,5.222012330000001,0.3535686224990109,metabolomics
BBXXLROWFHWFQY-UHFFFAOYSA-N,Pesticide6_Ethirimol_C11H...,Pesticide6_Ethirimol_C11H19N3O_882476,210.15843,6.055,5.188487103333334,0.3535686224990109,metabolomics
AJTULIWKBMDPCJ-HSHTWHEZSA-N,anthothecol,anthothecol,481.22083,4.331,5.177166063333335,0.3535686224990109,metabolomics
SGQJDTLFQCDZGS-UQEKQVNISA-N,"4-hydroxy-5-[(2S,3R,4S,5S...","4-hydroxy-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1H-benzo[f][2]benzofuran-3-one",396.12421,6.655,5.166555280000002,0.3535686224990109,metabolomics
KIWTVJVARRPBPR-UHFFFAOYSA-N,"methyl 8,11,15,20,22-pent...","methyl 8,11,15,20,22-pentahydroxy-24-methyl-13,18,27-trioxo-6-oxaheptacyclo[15.10.2.0?,??.0?,??.0?,??.0?,??.0??,??]nonacosa-3,5(14),11,15,19,21(26),22,24,28-nonaene-7-carboxylate",595.12384,9.856,5.127031316666668,0.3535686224990109,metabolomics
GUQQBLRVXOUDTN-AKTHIIOISA-N,3-(dimethyl(3-((4R)-4-((3...,"3-(dimethyl(3-((4R)-4-((3R,7R,12S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)propyl)ammonio)-2-hydroxypropane-1-sulfonate",653.38568,2.641,5.1246466533333335,0.3535686224990109,metabolomics
YNEVBPNZHBAYOA-UHFFFAOYSA-N,Pesticide9_Mexacarbate_C1...,"Pesticide9_Mexacarbate_C12H18N2O2_4-(Dimethylamino)-3,5-dimethylphenyl methylcarbamate",223.1412,4.652,5.101373670000001,0.3535686224990109,metabolomics
MKNZYNHECYGLOH-UHFFFAOYNA-N,Flavone base + 4,"Flavone base + 3O, O-HexA, C-Hex, C-Hex",771.20245,9.797,5.090240250000001,0.3535686224990109,metabolomics
QMNUPNOLDLHVTB-IWDBHXEASA-N,1-Alaninechlamydocin_130134,1-Alaninechlamydocin_130134,513.27228,1.212,-5.085984803333334,0.3535686224990109,metabolomics
OZLDULNKCVVHBV-UHFFFAOYSA-N,(NAG)(NAM)-AqK 2,(NAG)(NAM)-AqK,651.78882,5.772,5.080056420000001,0.3535686224990109,metabolomics
TWVKGYNQQAUNRN-UHFFFAOYNA-N,Isoleucylserine,Isoleucylserine,219.1358,6.089,5.058658826666667,0.3535686224990109,metabolomics
DTNSOISBYQKHCS-PHLAQERCSA-N,Rehmannioside A,Rehmannioside A,547.1629,4.965,5.049436636666668,0.3535686224990109,metabolomics
HLPXMGYELYMAQM-UHFFFAOYSA-N,"NCGC00384669-01![7-(3,4-d...","NCGC00384669-01![7-(3,4-dihydroxyphenyl)-1-(4-hydroxyphenyl)heptan-3-yl] acetate",376.21295,6.515,5.036541936666668,0.3535686224990109,metabolomics
JCUIPEIMZRLNKQ-BSTKLLGTSA-N,NCGC00385204-01!5-hydroxy...,"NCGC00385204-01!5-hydroxy-2-[2-hydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-7,8-dimethoxychromen-4-one [IIN-based on: CCMSLIB00000846731]",515.1192,5.711,5.024572583333335,0.3535686224990109,metabolomics
COVZYZSDYWQREU-UHFFFAOYSA-N,"""Busulfan (Myleran, Busul...","""Busulfan (Myleran, Busulfex)""",269.00916,7.396,5.021579073333334,0.3535686224990109,metabolomics
IUKLSMSEHKDIIP-HJNHJIHISA-N,isoverticine,isoverticine,432.34372,6.072,5.0182172366666675,0.3535686224990109,metabolomics
RDCAZFAKCIEASQ-UHFFFAOYSA-N,3-(Octyloxy)propan-1-amine,3-(Octyloxy)propan-1-amine,188.20021,2.138,5.0140231233333346,0.3535686224990109,metabolomics
WCFYXOLUODJLKB-AATRIKPKSA-N,NCGC00380673-01!4-[1-hydr...,NCGC00380673-01!4-[1-hydroxy-2-[2-methoxy-4-[(E)-prop-1-enyl]phenoxy]propyl]-2-methoxyphenol [IIN-based on: CCMSLIB00000845840],711.31946,7.272,-5.009283203333335,0.3535686224990109,metabolomics
CLITZDLAUPSELL-HMYWVWTGSA-N,"(3R,4R,6S,6aS,8R,9R,10S,1...","(3R,4R,6S,6aS,8R,9R,10S,11S,11aR,12R,13R)-11a-acetoxy-4-(2-chloroacetoxy)-1-ethyl-9,11-dihydroxy-6,10,13-trimethoxy-3-(methoxymethyl)tetradecahydro-1H-3,6a,12-(epiethane[1,1,2]triyl)-7,9-methanonaphtho[2,3-b]azocin-8-yl benzoate",744.27649,6.879,4.974893386666668,0.3535686224990109,metabolomics
LLQBCHODNVGKSF-RVXDDWIJSA-N,"7-[(2S,3R,4S,5S,6R)-4,5-d...","7-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-6-methoxychromen-2-one",664.24573,6.501,4.974262693333334,0.3535686224990109,metabolomics
DEYFVOXDNWADAV-WSBRPGETSA-N,"(2R,3R,4S,5R,6R)-2-(aceto... 1","(2R,3R,4S,5R,6R)-2-(acetoxymethyl)-6-(((2R,3R,4S,5R,6S)-4,5-diacetoxy-2-(acetoxymethyl)-6-((1,4-dioxo-1,4-dihydronaphthalen-2-yl)oxy)tetrahydro-2H-pyran-3-yl)oxy)tetrahydro-2H-pyran-3,4,5-triyl triacetate",815.19806,3.446,4.969073220000001,0.3535686224990109,metabolomics
AUWROYFDPQQGCR-RPWUZVMVSA-N,(S)-N-((R)-1-((2-amino-2-...,"(S)-N-((R)-1-((2-amino-2-oxoethyl)amino)-4-methyl-1-oxopentan-2-yl)-1-(2-((3-(2,3-dihydrobenzo[b][1,4]dioxin-6-yl)-2-methyl-4-oxo-4H-chromen-7-yl)oxy)acetyl)pyrrolidine-2-carboxamide",657.25287,6.464,4.964747613333334,0.3535686224990109,metabolomics
