feature_id,feature_display,name,mz,rt,logFC,adj.P.Val,dataset
SBGBAZQAEOWGFT-UHFFFAOYSA-N,NCGC00380288-01_C21H26O5_...,"NCGC00380288-01_C21H26O5_Tricyclo[12.3.1.1~2,6~]nonadeca-1(18),2,4,6(19),14,16-hexaene-3,9,15-triol, 16,17-dimethoxy-",341.18008,5.884,-21.81601234333334,1.5362299737715237e-11,metabolomics
SYTBZMRGLBWNTM-SNVBAGLBSA-N,Flurbiprofen (Ansaid),Flurbiprofen (Ansaid),245.09816,1.995,-20.967284343333336,1.5362299737715237e-11,metabolomics
IVQOFBKHQCTVQV-UHFFFAOYSA-N,Benactyzine,Benactyzine,328.19498,2.507,-21.75041272333334,1.5362299737715237e-11,metabolomics
unk_435,C11H13NO5,C11H13NO5,238.0674,10.933,-24.22949063666667,1.5362299737715237e-11,metabolomics
UTSXERRKRAEDOV-UHFFFAOYSA-O,Amidosulfobetaine-14,Amidosulfobetaine-14,436.33612,1.384,-22.96238631333334,1.5362299737715237e-11,metabolomics
LZRMGGWCVAVBJA-UHFFFAOYSA-N,"1-(5,10-dioxo-2,3,5a,6,7,...","1-(5,10-dioxo-2,3,5a,6,7,8-hexahydro-1H-dipyrrolo[1,2-d:1',2'-f]pyrazin-10a-yl)propan-2-yl carbamate",313.18503,3.752,-21.01528183666667,1.5362299737715237e-11,metabolomics
KFNWMXLJLRPJCL-MDWZMJQESA-N,NCGC00380717-01_C27H36O7_...,"NCGC00380717-01_C27H36O7_2-Butenoic acid, 2-methyl-, 9a-(acetyloxy)-1a,1b,4,4a,5,7a,7b,8,9,9a-decahydro-7b-hydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1H-cyclopropa[3,4]benz[1,2-e]azulen-9-yl ester, (2E)-",490.2796,6.264,-22.247786306666672,2.1491424994216615e-11,metabolomics
unk_431,C12H14O3 2,C12H14O3,205.08478,1.888,-19.43761227333334,4.0986945210886575e-11,metabolomics
LATYEZNGPQKAIK-BPNOJRQNSA-N,NCGC00380749-01_C30H32O12...,"NCGC00380749-01_C30H32O12_{(1R,2S,3R,5R,6R,8S)-3-[(6-O-Benzoyl-beta-D-glucopyranosyl)oxy]-6-hydroxy-8-methyl-9,10-dioxatetracyclo[4.3.1.0~2,5~.0~3,8~]dec-2-yl}methyl benzoate",585.19598,1.477,17.991446143333338,4.6573895764573115e-11,metabolomics
RGLYKWWBQGJZGM-ISLYRVAYSA-N,Diethylstilbestrol (Stilb...,Diethylstilbestrol (Stilbestrol),269.15564,3.67,-21.526986163333337,4.6573895764573115e-11,metabolomics
MWDNWQAVYQDZQI-UHFFFAOYSA-N,"1,5,9-trihydroxy-5,7,7-tr...","1,5,9-trihydroxy-5,7,7-trimethyl-4,5a,6,8,8a,9-hexahydro-1H-azuleno[5,6-c]furan-3-one",300.17606,1.79,22.21455034000001,4.6573895764573115e-11,metabolomics
DSOITGJEUKHAJN-UHFFFAOYSA-N,NCGC00380840-01_C15H19NO3...,NCGC00380840-01_C15H19NO3_4-Methoxy-5-methyl-6-[(3-methyl-2-buten-1-yl)oxy]-1-isoindolinone,262.14502,3.138,17.456620496666673,4.715339765876378e-11,metabolomics
HCEPYGIKCDFDPJ-UHFFFAOYSA-N,"(3,5,14-trihydroxy-13-met...","(3,5,14-trihydroxy-13-methyl-17-(5-oxo-2,5-dihydrofuran-3-yl)hexadecahydro-1H-cyclopenta[a]phenanthren-10-yl)methyl nitrate",474.20874,6.357,21.761060776666664,5.0536482931119895e-11,metabolomics
LLMCZIBSELEBMK-UKHOTDCGSA-N,sibiricaxanthone B,sibiricaxanthone B,561.12042,2.686,18.31375190333334,6.045177973038865e-11,metabolomics
KCHWSMAUPIEZAW-UHFFFAOYSA-N,legonoxamine C,legonoxamine C,351.18665,6.132,-18.602946630000005,6.045177973038865e-11,metabolomics
PMISPNORJONCHB-DKBZVKCESA-N,Deacetoxy-7-Oxogedunin,Deacetoxy-7-Oxogedunin,477.16122,2.877,-19.77778275666667,6.045177973038865e-11,metabolomics
SLPLDSCDXZUEAM-PEZBUJJGSA-N,octylphenazolone,octylphenazolone,286.18497,3.678,-18.941515360000004,6.045177973038865e-11,metabolomics
RHAXSHUQNIEUEY-UHFFFAOYSA-N,Mepirizole,Mepirizole,235.11543,5.958,-19.718348103333337,6.045177973038865e-11,metabolomics
IMABPJDBODVJSN-HKZMUHMQSA-N,NCGC00386061-01_C29H37NO5...,"NCGC00386061-01_C29H37NO5_4bH-1-Benzopyrano[5',6':6,7]indeno[1,2-b]indole-3,4b-diol, 2,3,5,6,6a,7,12,12b,12c,13,14,14a-dodecahydro-2-(1-hydroxy-1-methylethyl)-12b,12c-dimethyl-, 3-acetate, (2S,3R,4bS,6aS,12bS,12cR,14aS)-",480.27063,1.44,20.599023766666672,6.045177973038865e-11,metabolomics
DQWIIKBKAIPUPY-UHFFFAOYSA-N,N4-Acetylsulfadimethoxine,N4-Acetylsulfadimethoxine,353.08646,1.685,22.421155560000003,6.084867516686035e-11,metabolomics
LBSHKCUTMCYUOW-UHFFFAOYSA-N,OCP_239.0946_17.0,OCP_239.0946_17.0,239.09549,2.565,-21.586666670000003,6.084867516686035e-11,metabolomics
BJRNKVDFDLYUGJ-RMPHRYRLSA-N,Arbutin,Arbutin,295.07703,2.318,17.37587629,6.749719194246255e-11,metabolomics
RIUPLDUFZCXCHM-UHFFFAOYSA-N,Urolithin A,Urolithin A,229.04929,1.259,19.018313966666664,7.483397520102796e-11,metabolomics
MUGQOWYFWURKCM-UHFFFAOYSA-N,"3,5-dihydroxy-7-methoxy-6...","3,5-dihydroxy-7-methoxy-6-methyl-1-oxo-3H-2-benzofuran-4-carboxylic acid",293.0094,2.391,18.470766696666672,7.947463263932748e-11,metabolomics
KLAFICXHZAHAGT-UHFFFAOYSA-N,"2,2-dimethyl-8-(phenylthi...","2,2-dimethyl-8-(phenylthio)-4H-benzo[d][1,3]dioxin-4-one",287.07788,2.215,20.33758956666667,9.559937076531744e-11,metabolomics
LZFZMUMEGBBDTC-QEJZJMRPSA-N,Enalaprilat,Enalaprilat,349.17365,3.205,17.924990513333338,9.559937076531744e-11,metabolomics
DFGYGTWTXGTQIC-UHFFFAOYSA-N,NCGC00381056-01_C22H33NO6...,"NCGC00381056-01_C22H33NO6_Valine, N-acetyl-, 1,3,5,5a,6,7,8,9,9a,9b-decahydro-9b-hydroxy-6,6,9a-trimethyl-3-oxonaphtho[1,2-c]furan-9-yl ester",430.21979,3.375,-18.953968873333334,1.2178991504696539e-10,metabolomics
NWBWCXBPKTTZNQ-GZGPSRNVSA-N,Lappaconitine 1,Lappaconitine,585.31696,1.47,19.779041840000005,1.2178991504696539e-10,metabolomics
CFFZDZCDUFSOFZ-UHFFFAOYSA-N,"""3,4-DIHYDROXYPHENYLACETATE""","""3,4-DIHYDROXYPHENYLACETATE""",191.03094,8.45,18.940905153333336,1.2623904016199103e-10,metabolomics
RWIALJIVPUCERT-DRCQUEPLSA-N,Dehydropachymic acid,Dehydropachymic acid,527.36859,1.415,19.73232177,1.527145574028019e-10,metabolomics
unk_575,C15H20O10,C15H20O10,359.09818,4.212,-22.150281873333338,1.5630966298850562e-10,metabolomics
JRXLVUMFJASLDR-XBXARRHUSA-N,Caffeoyl-N-tyrosine,Caffeoyl-N-tyrosine,344.11057,2.677,-20.694738616666672,1.6518129363727794e-10,metabolomics
WGMNBGJQXOIVGA-HJVQXQJGSA-N,"5-[(2R,3R,4S,5R,6R)-3,5-d...","5-[(2R,3R,4S,5R,6R)-3,5-dihydroxy-2-(hydroxymethyl)-6-(2-phenylethoxy)oxan-4-yl]oxy-3-hydroxy-3-methyl-5-oxopentanoic acid",451.1604,3.269,16.92437549,1.9705882569699342e-10,metabolomics
NVDZRSWQWPPKAI-TWGQIWQCSA-N,7-beta-Hydroxylathyrol,7-beta-Hydroxylathyrol,373.19196,3.052,17.879916166666668,2.4767113041203257e-10,metabolomics
NBFGYDJKTHENDP-UHFFFAOYSA-N,Aristolochic acid C,Aristolochic acid C,328.04773,2.391,19.78365228,3.2994011536867796e-10,metabolomics
LONBSPWPPNYRFU-UHFFFAOYSA-N,Valactamide C putative,Valactamide C putative,467.37772,1.732,18.97092908333333,4.1365750990928224e-10,metabolomics
BFCZLURCVVADST-UHFFFAOYSA-N,(NAG)(NAM)-AqOG,(NAG)(NAM)-AqOG[3-NH2-SATA],599.27667,1.886,15.487094680000004,4.200159621135849e-10,metabolomics
OWHDETKHTAYSHV-CYBMUJFWSA-N,MMV690102,MMV690102,418.20236,6.461,17.545781773333335,4.787101627528426e-10,metabolomics
MGEVYVDQMTWJNV-HOPHSATRSA-N,"NCGC00347405-02!(4S,5Z,6S...","NCGC00347405-02!(4S,5Z,6S)-5-[2-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxyethylidene]-4-(2-methoxy-2-oxoethyl)-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid",584.20264,1.461,16.7241812,4.787101627528426e-10,metabolomics
ASMQGLCHMVWBQR-UHFFFAOYSA-N,Diphenyl phosphate,Diphenyl phosphate,251.04338,1.422,19.92659575333334,4.787101627528426e-10,metabolomics
FOINLJRVEBYARJ-UHFFFAOYSA-N,Isosaxalin,Isosaxalin,327.08084,1.164,20.69675855000001,6.960385615470328e-10,metabolomics
HDUZOHKOFFWLBU-UHFFFAOYSA-N,"NCGC00380577-01!3-[5,7-di...","NCGC00380577-01!3-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-8-yl]-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxychromen-4-one",553.11212,2.738,17.92201148000001,6.960385615470328e-10,metabolomics
QYCVLCCQAORDAF-JVYLMLIESA-N,"(1R,2E,8S,10R,11S)-10,11-...","(1R,2E,8S,10R,11S)-10,11-dihydroxy-6-(methoxymethyl)-1,10-dimethyl-5-oxo-4,14-dioxatricyclo[9.2.1.0?,?]tetradeca-2,6-dien-8-yl 2-methylprop-2-enoate_major",395.16864,6.388,19.26349266,6.960385615470328e-10,metabolomics
ZRMFMDZIHZKFHY-SDZAJLLVSA-N,euphodendroidin L,euphodendroidin L,765.3056,9.817,18.886413416666663,1.2553248203334451e-09,metabolomics
JKWDWVGZUYPALT-MTJSOVHGSA-N,(Z)-9-(3-hydroxyphenyl)-2...,"(Z)-9-(3-hydroxyphenyl)-2-(2-methoxybenzylidene)-8,9-dihydro-2H-furo[2,3-f]chromene-3,7-dione",415.11215,6.432,20.336911519999997,2.060124601820096e-09,metabolomics
RAPZEAPATHNIPO-UHFFFAOYSA-N,Risperidone,Risperidone,411.21872,1.736,17.76276144666667,2.1680536698034683e-09,metabolomics
JYTUSYBCFIZPBE-LLTWZBGYSA-N,Lactonic acid,Lactonic acid,381.10406,2.118,18.52187560666667,2.4614702978527168e-09,metabolomics
SELZAQGRPYIEQS-ZDUSSCGKSA-N,3-oxo-C11-HSL,3-oxo-C11-HSL,284.18427,4.496,19.619059313333334,2.4614702978527168e-09,metabolomics
OQYBLUDOOFOBPO-KCQAQPDRSA-N,Atractylenolide II,Atractylenolide II,255.12997,7.912,18.204466176666667,2.4614702978527168e-09,metabolomics
SDBITTRHSROXCY-ORCCYPRRSA-N,Lathyrol,Lathyrol,357.20474,3.868,-19.989073456666674,2.4614702978527168e-09,metabolomics
WWROGCAUSKGAMX-UHFFFAOYSA-N,N-(4-Ethoxyphenyl)-3-oxob...,N-(4-Ethoxyphenyl)-3-oxobutanamide,220.1008,8.07,19.52044985666667,2.4614702978527168e-09,metabolomics
MKVDFFROCUECAJ-CKDSBIORSA-M,Pangamic Acid Sodium,Pangamic Acid Sodium,326.08377,1.168,18.655972613333336,2.4614702978527168e-09,metabolomics
XGRYRNQISNOEGY-UHFFFAOYNA-N,9-methanesulfinylnonaneni...,9-methanesulfinylnonanenitrile (isomer of 665),202.13077,9.323,19.133186800000004,2.593362999061002e-09,metabolomics
MHWAHKIDOYBXCN-FHVVLDLYSA-N,"[(2R,3S,4S,5R,6R)-6-[1,7-...","[(2R,3S,4S,5R,6R)-6-[1,7-bis(4-hydroxyphenyl)-5-oxoheptan-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",645.2243,6.002,16.80293491666667,2.593362999061002e-09,metabolomics
XUYPXLNMDZIRQH-UHFFFAOYSA-N,N-Acetylmethionine,N-Acetylmethionine,192.07185,11.164,17.760355303333334,2.930531602118242e-09,metabolomics
ZNKNVJGSYJFDHT-UHFFFAOYSA-N,Dimethachlor CGA369873,Dimethachlor CGA369873,244.06042,4.713,17.17043281666667,3.4175146695155733e-09,metabolomics
QOPYFNWCIBACEH-UHFFFAOYNA-N,Coumestan base +,"Coumestan base + 2O, O-HexPyruvate",517.0993,2.515,15.393955876666668,5.04236399121925e-09,metabolomics
unk_234,C11H14O4,C11H14O4,193.08212,10.694,-21.36238500666667,5.362610741436215e-09,metabolomics
MCWXGJITAZMZEV-UHFFFAOYSA-N,Dimethoate,Dimethoate,230.00562,2.277,17.587198416666666,5.836249479105641e-09,metabolomics
DFDRXSQUDNWXGK-UHFFFAOYSA-N,MMV161996,MMV161996,409.13528,2.391,17.456991903333336,5.953836395746343e-09,metabolomics
RGTSAUBIQAKKLC-UHFFFAOYSA-N,Eugenitin,Eugenitin,221.08096,1.73,18.802548273333336,7.504404701683015e-09,metabolomics
XRGWZIGGCNSFRY-UHFFFAOYSA-N,7-methoxy-2-methyl-3-phen...,7-methoxy-2-methyl-3-phenyl-4H-chromen-4-one,267.10428,5.512,-20.39645327666667,7.505396385071578e-09,metabolomics
VWDLOXMZIGUBKM-AUGXRQBFSA-N,Stigmasterol glucoside,Stigmasterol glucoside,597.40723,1.421,17.76890607666667,7.529909869765526e-09,metabolomics
IOIBVYOJSLAKRI-UHFFFAOYSA-N,"2,6-dihydroxy-3-mesityl-5...","2,6-dihydroxy-3-mesityl-5-(1,2,3,4-tetrahydroisoquinolin-1-yl)pyrimidin-4(3H)-one",400.14847,2.144,17.250868946666667,8.412073294349855e-09,metabolomics
COCNEZCGILVYSK-UHFFFAOYSA-N,NCGC00385986-01_C23H30O11...,"NCGC00385986-01_C23H30O11_Hexopyranoside, 3-hydroxy-1,2-bis(4-hydroxy-3-methoxyphenyl)propyl",505.16196,5.803,17.694257170000004,8.412073294349855e-09,metabolomics
UPTPSJJNEWBOBD-UHFFFAOYSA-N,"NCGC00179806-02![4,5-diac...","NCGC00179806-02![4,5-diacetyloxy-6-[7-hydroxy-5-methoxy-4-oxo-2-[4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]chromen-6-yl]oxan-3-yl] acetate",705.20367,10.397,18.20094886666667,8.802136214104227e-09,metabolomics
unk_438,C15H8O5 1,C15H8O5,267.02423,10.278,13.438543380000004,9.095248479393451e-09,metabolomics
GOYZKWCPWBKPIG-JRMYCMGUSA-N,"methyl (2R)-2-[(1S,3S,7R,...","methyl (2R)-2-[(1S,3S,7R,8R,9R,12S,13R)-13-(furan-3-yl)-6,6,8,12-tetramethyl-17-methylidene-5,15-dioxo-2,14-dioxatetracyclo[7.7.1.0?,??.0?,?]heptadecan-7-yl]-2-hydroxyacetate",509.21454,3.096,16.27516195,9.374237831688826e-09,metabolomics
unk_634,C27H46O14,C27H46O14,593.2713,8.085,17.40265031333334,9.992272262447666e-09,metabolomics
IUCNQFHEWLYECJ-TUJNHLRFSA-L,Atractyloside potassium salt,Atractyloside potassium salt,803.14471,3.67,13.289533380000004,1.5208274199842334e-08,metabolomics
QYSPLQLAKJAUJT-UHFFFAOYSA-N,Piroxicam,Piroxicam,332.07016,1.725,17.54684686333334,1.9501000442641757e-08,metabolomics
IRJQWZWMQCVOLA-DNTJNYDQSA-N,Diflufenzopyr,Diflufenzopyr,335.09891,2.117,17.414752426666663,1.9506559689734332e-08,metabolomics
UCFGUMMLHWLLKJ-UHFFFAOYSA-N,"NCGC00347672-02!N-[4,5-di...","NCGC00347672-02!N-[4,5-dihydroxy-2-[[4-[hydroxy(phenyl)methyl]-5-oxo-3-phenyl-2H-furan-2-yl]oxy]-6-(methoxymethyl)oxan-3-yl]acetamide [IIN-based on: CCMSLIB00000848988]",538.14502,4.351,14.78816387666667,2.190761278335524e-08,metabolomics
FEFAIBOZOKSLJR-UHFFFAOYSA-N,Miltirone,Miltirone,305.15625,2.579,-19.56662725333334,2.3779135386287662e-08,metabolomics
MQIAICAGVFTAAN-ZIYJYRAWSA-N,Aerucyclamide C,Aerucyclamide C,517.22272,1.164,15.748203756666667,2.590676505910918e-08,metabolomics
YQDJUXPUIRGKNV-MNOLRWOYSA-N,"NCGC00180395-03!(2E,6E,12...","NCGC00180395-03!(2E,6E,12E)-18-(2,6-dioxopiperidin-4-yl)-9,11-dihydroxy-8-methoxy-10,12,14-trimethyl-15-oxooctadeca-2,6,12-trienoic acid",525.31671,5.33,16.664954340000005,2.828861088741017e-08,metabolomics
KKKDZZRICRFGSD-UHFFFAOYSA-N,1-Benzylimidazole,1-Benzylimidazole,159.09071,6.264,-20.13260143666667,3.0139885168599536e-08,metabolomics
IPMYMEWFZKHGAX-RIRCILFKSA-N,Theaflavin,Theaflavin,565.1261,2.964,15.652574786666673,3.0543115858992925e-08,metabolomics
JLFNLZLINWHATN-UHFFFAOYSA-N,Pentaethylene glycol,Pentaethylene glycol,239.14461,8.145,-7.104227763333338,4.07872026648059e-08,metabolomics
BKHIUIHGKIWMST-UHFFFAOYSA-N,MMV084864,MMV084864,317.11295,2.231,16.617051283333332,4.7016399827706865e-08,metabolomics
SIGSPDASOTUPFS-UHFFFAOYSA-N,Gestoden,Gestoden,311.20206,1.965,-5.325493833333333,4.7016399827706865e-08,metabolomics
WIYUZYBFCWCCQJ-IFKAHUTRSA-N,Naltrindole,Naltrindole,415.20078,5.399,16.775258493333332,4.7399034742690026e-08,metabolomics
YGGNZIGOWDYFPI-LMWOETAFNA-N,PE(18:1/9-HODE),PE(18:1/9-HODE),756.52374,11.529,16.646495203333334,5.6899758047135056e-08,metabolomics
HQPHGZUTNNVZLH-BOWXQMHNSA-N,"""((4R)-4-((3R,5S,7R,9S,10...","""((4R)-4-((3R,5S,7R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-2,2-dimethylpentanoyl)glycine""",442.32977,1.682,-17.24310312666667,6.147270155965105e-08,metabolomics
SEGLCEQVOFDUPX-UHFFFAOYSA-N,Bis(2-ethylhexyl)phosphate,Bis(2-ethylhexyl)phosphate,323.2319,2.138,-7.758441150000007,7.17350032492083e-08,metabolomics
FXJPTJQFJYNFKC-UHFFFAOYSA-N,"NCGC00384924-01!5,7-dihyd...","NCGC00384924-01!5,7-dihydroxy-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-8-(3-methylbut-2-enyl)chromen-4-one [IIN-based: Match]",407.18057,1.44,18.98675031333334,8.902736171444637e-08,metabolomics
unk_275,C19H33N3O11S2 1,C19H33N3O11S2,544.16412,5.242,18.71422941333334,9.343117466089308e-08,metabolomics
XGILAAMKEQUXLS-UHFFFAOYSA-N,Indolelactic acid,Indolelactic acid,206.08002,2.39,14.121978050000005,1.0330328793535947e-07,metabolomics
FXFHFOSEURHWMO-HHTZHRADSA-N,Jionoside B1,Jionoside B1,837.27478,7.721,13.352932873333332,1.0877751225413304e-07,metabolomics
FUCBQNSQRCPSGC-BOUYHWOHSA-N,Cryptomaldamide,Cryptomaldamide,400.25488,2.176,-4.652671723333334,1.1037784652925685e-07,metabolomics
ZBDGIMZKOJALMU-HXUSMMTHSA-N,NCGC00384729-01_C42H68O12...,"NCGC00384729-01_C42H68O12_(1R,2R,5R,7R,10S,11S,14S,16S,19R,20R,23R,25R,28S,29S,32S,34S)-5,23-Diethyl-2,11,14,20,29,32-hexamethyl-4,13,22,31,37,38,39,40-octaoxapentacyclo[32.2.1.1~7,10~.1~16,19~.1~25,28~]tetracontane-3,12,21,30-tetrone",803.42914,1.782,-3.475347840000005,1.457900473192473e-07,metabolomics
OGBMVWVBHWHRGD-MWTRTKDXSA-N,Kushenol A,Kushenol A,409.19901,1.447,18.52574864666667,1.5210083148165585e-07,metabolomics
XXWCODXIQWIHQN-UHFFFAOYSA-N,PUTRESCINE DIHYDROCHLORIDE,PUTRESCINE DIHYDROCHLORIDE,178.08459,1.822,15.940598180000006,1.722316033960807e-07,metabolomics
ZDXPYRJPNDTMRX-VKHMYHEASA-N,Glutamine,Glutamine,147.07584,10.865,16.69445284,1.8732911019532053e-07,metabolomics
ZOCKGJZEUVPPPI-QSNSFFMXSA-N,Wilforine,Wilforine,890.27417,11.213,15.840308616666668,1.874081789100124e-07,metabolomics
JWOGUUIOCYMBPV-GMFLJSBRSA-N,"NCGC00165733-02!(3S,6S,9S...","NCGC00165733-02!(3S,6S,9S,12R)-3-[(2S)-butan-2-yl]-6-[(1-methoxyindol-3-yl)methyl]-9-(6-oxooctyl)-1,4,7,10-tetrazabicyclo[10.4.0]hexadecane-2,5,8,11-tetrone",641.40076,4.112,14.128700766666668,2.261068338313703e-07,metabolomics
INRCFVYVWPWZJS-IWQZZHSRSA-N,"5-[(Z)-14-(3,5-dihydroxyp...","5-[(Z)-14-(3,5-dihydroxyphenyl)tetradec-8-enyl]benzene-1,3-diol",451.22488,10.142,13.936050253333336,2.397338420334812e-07,metabolomics
STEYNUVPFMIUOY-UHFFFAOYSA-N,4-Hydroxy-1-(2-hydroxyeth...,"4-Hydroxy-1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidine",202.1787,7.437,-4.442880720000005,2.566794116288608e-07,metabolomics
XMJFVIGTHMOGNZ-URYVQPGZSA-N,4-Pentenylglucosinolate,4-Pentenylglucosinolate,386.06085,9.652,-3.4937978333333355,3.39734577034814e-07,metabolomics
OMNKZBIFPJNNIO-UHFFFAOYSA-N,"N-(1,1-dimethyl-3-oxobuty...","N-(1,1-dimethyl-3-oxobutyl)acrylamide",170.11574,9.918,4.386224956666666,4.012988996611874e-07,metabolomics
FIQMHBFVRAXMOP-UHFFFAOYSA-N,Triphenylphosphine oxide,Triphenylphosphine oxide,279.09103,1.629,-17.96916921666667,4.508461436047169e-07,metabolomics
LUJVUUWNAPIQQI-WFZCBACDSA-N,"Androsta-1,4-Dien-3,17-Dione","Androsta-1,4-Dien-3,17-Dione",267.17648,1.917,-5.699217196666666,4.77571211068795e-07,metabolomics
GURKHSYORGJETM-WAQYZQTGSA-N,Irinotecan Hydrochloride,Irinotecan Hydrochloride,623.2569,5.995,15.92333495,4.961382225582951e-07,metabolomics
ZDPINFKDQWCRTF-FPLPWBNLSA-N,SR125047,SR125047,356.17252,5.617,-16.92183040666667,5.265565860427269e-07,metabolomics
unk_229,C11H16O2 5,C11H16O2,181.12164,5.524,3.956880469999998,6.387146682841062e-07,metabolomics
JQNVCUBPURTQPQ-BMZRUTLMSA-N,25R-Inokosterone,25R-Inokosterone,503.30392,2.98,-3.8717974233333408,6.744751965480915e-07,metabolomics
ZCLDVNJXGNOJKY-UHFFFAOYSA-N,NCGC00381399-01!4-hydroxy...,"NCGC00381399-01!4-hydroxy-3,5,6-trimethylpyran-2-one",155.0679,8.786,2.773398883333332,7.307544108260355e-07,metabolomics
BFYIZQONLCFLEV-UHFFFAOYSA-N,Exemestane 1,Exemestane,297.18924,2.374,-5.244969263333335,7.776656522917978e-07,metabolomics
CAGLGYNQQSIUGX-SDBHATRESA-N,kinetin riboside,kinetin riboside,348.12933,6.51,5.128815859999996,9.385765947139752e-07,metabolomics
MEHHPFQKXOUFFV-HIEASXQVSA-N,h_65_epitrenbolone,h_65_epitrenbolone,253.16177,2.327,-4.640521503333339,1.0428501095585026e-06,metabolomics
LADJWZMBZBVBSB-YEXRKOARSA-N,Dehydrotumulosic acid,Dehydrotumulosic acid,485.35367,1.903,3.3880673433333364,1.172499750494721e-06,metabolomics
NDJDZINMNBVVHS-UHFFFAOYSA-N,NCGC00380312-01_C24H35NO4_,NCGC00380312-01_C24H35NO4_,402.26038,3.69,-3.764989316666668,1.2931246814857929e-06,metabolomics
DNRPEPTUACADRG-MXZLOEIUSA-N,"""methyl (6R)-2-(hydroxyme...","""methyl (6R)-2-(hydroxymethyl)-6-((3R,5S,7R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)heptanoate""",445.32669,2.199,3.5606819366666684,1.2931246814857929e-06,metabolomics
VHXNKPBCCMUMSW-FQEVSTJZSA-N,Rubitecan,Rubitecan,394.09818,10.445,19.939276503333335,1.320197968887008e-06,metabolomics
QISSLHPKTCLLDL-UHFFFAOYSA-N,N-Acetyl-epsilon-caprolactam,N-Acetyl-epsilon-caprolactam,156.10017,4.331,4.654014223333331,1.347152207522357e-06,metabolomics
AIFXMSDWXBFQTF-SNXGECCISA-N,"(3Z)-3-[[1,6-dimethyl-2-[...","(3Z)-3-[[1,6-dimethyl-2-[(1E,3E)-penta-1,3-dienyl]-4a,5,6,7,8,8a-hexahydro-2H-naphthalen-1-yl]-hydroxymethylidene]-5-(1-hydroxyethyl)pyrrolidine-2,4-dione",422.22845,4.4,4.2341824899999985,1.4084352692566955e-06,metabolomics
VSNYARIUVHRANC-UHFFFAOYSA-N,(NAG)(NAM)-AqKAA 2,(NAG)(NAM)-AqKAA[3-NH2-GGGGG],771.69043,9.324,-3.023689523333335,1.4593520677488085e-06,metabolomics
MODKMHXGCGKTLE-UHFFFAOYSA-N,N-acetyl-2-phenylethylamine,N-acetyl-2-phenylethylamine,186.08882,5.92,3.145032419999996,1.4848053969658012e-06,metabolomics
LARPFJIXBULVPK-FBAXZNBGSA-N,Pedunculoside,Pedunculoside,673.38495,2.527,14.437513923333334,1.5399735989600162e-06,metabolomics
unk_474,C12H14O8,C12H14O8,285.06107,1.489,15.303019936666669,1.579849641940928e-06,metabolomics
IEYPTSQYHVVDAC-UHFFFAOYSA-N,N-(6-methoxypyridin-3-yl)...,N-(6-methoxypyridin-3-yl)-1-methyl-1H-indole-6-carboxamide,282.12234,2.24,3.3916158399999965,1.5811971093481926e-06,metabolomics
HREPKYSNTPRGQR-UHFFFAOYSA-N,Nakijiquinone B,Nakijiquinone B,444.27689,2.197,-3.693428686666671,1.6801616854396582e-06,metabolomics
UDNMYDZHPMNIEQ-RIYZIHGNSA-N,"NCGC00180658-02!(E)-1,7-d...","NCGC00180658-02!(E)-1,7-diphenylhept-4-en-3-one",265.16147,2.605,-3.5340277033333365,1.8369182931132317e-06,metabolomics
FTGKHGAVFGGOMW-UHFFFAOYSA-N,"9-hydroxy-5b,8,11a-trimet...","9-hydroxy-5b,8,11a-trimethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a,5a,8-tricarboxylic acid",534.3407,2.305,-2.8889049600000014,1.887314365069948e-06,metabolomics
NYHBQMYGNKIUIF-UUOKFMHZSA-N,Guanosine,Guanosine,284.09784,3.945,17.241108093333338,1.9199455078496516e-06,metabolomics
JLIDBLDQVAYHNE-LXGGSRJLSA-N,Abscisic acid,Abscisic acid,265.1427,9.691,14.030778483333338,1.9199455078496516e-06,metabolomics
WIONIXOBNMDJFJ-UHFFFAOYSA-N,Dictamnine,Dictamnine,200.06624,9.754,15.909359516666669,1.9646003021226307e-06,metabolomics
